bot_name,user_id,session_id,channel,language,bot_message,user_message,timestamp,_synthetic
SmartAssist Instance,u-d99d6518eadd443edc5cd28c60,sess-228e181a63642ce6,Web/Mobile Client,ar,"{""type"": ""template"", ""payload"": {""template_type"": ""welcome_template"", ""text"": ""Welcome to Mashreq Bank. How can I assist you today?""}}",,2026-04-15 12:51:47,True
SmartAssist Instance,u-d99d6518eadd443edc5cd28c60,sess-228e181a63642ce6,Web/Mobile Client,ar,"{""type"": ""template"", ""payload"": {""template_type"": ""quick_replies"", ""text"": ""Please select a category:"", ""quick_replies"": [""Account Services"", ""Card Services"", ""Loans"", ""Remittances"", ""Other""]}}",,2026-04-15 12:52:17,True
SmartAssist Instance,u-d99d6518eadd443edc5cd28c60,sess-228e181a63642ce6,Web/Mobile Client,ar,,I need my account statement for last 3 months,2026-04-15 12:53:02,True
SmartAssist Instance,u-d99d6518eadd443edc5cd28c60,sess-228e181a63642ce6,Web/Mobile Client,ar,Your account statement for the last 3 months has been sent to your registered email address.,,2026-04-15 12:53:32,True
SmartAssist Instance,u-d99d6518eadd443edc5cd28c60,sess-228e181a63642ce6,Web/Mobile Client,ar,Thank you for banking with Mashreq. Have a great day!,,2026-04-15 12:54:02,True
SmartAssist Instance,u-1f164c509e3f429dd5bb7e148f,sess-85135f03fa989be8,Web/Mobile Client,en,"{""type"": ""template"", ""payload"": {""template_type"": ""welcome_template"", ""text"": ""Welcome to Mashreq Bank. How can I assist you today?""}}",,2026-03-05 18:59:10,True
SmartAssist Instance,u-1f164c509e3f429dd5bb7e148f,sess-85135f03fa989be8,Web/Mobile Client,en,"{""type"": ""template"", ""payload"": {""template_type"": ""quick_replies"", ""text"": ""Please select a category:"", ""quick_replies"": [""Account Services"", ""Card Services"", ""Loans"", ""Remittances"", ""Other""]}}",,2026-03-05 18:59:40,True
SmartAssist Instance,u-1f164c509e3f429dd5bb7e148f,sess-85135f03fa989be8,Web/Mobile Client,en,,Can you show me my savings account balance?,2026-03-05 19:00:25,True
SmartAssist Instance,u-1f164c509e3f429dd5bb7e148f,sess-85135f03fa989be8,Web/Mobile Client,en,"Your savings account balance is AED 1,486.44 as of today.",,2026-03-05 19:00:55,True
SmartAssist Instance,u-1f164c509e3f429dd5bb7e148f,sess-85135f03fa989be8,Web/Mobile Client,en,,"Thank you, that was helpful",2026-03-05 19:01:40,True
SmartAssist Instance,u-1f164c509e3f429dd5bb7e148f,sess-85135f03fa989be8,Web/Mobile Client,en,You're welcome! Is there anything else I can help you with?,,2026-03-05 19:02:10,True
SmartAssist Instance,u-1f164c509e3f429dd5bb7e148f,sess-85135f03fa989be8,Web/Mobile Client,en,,No that's all,2026-03-05 19:02:55,True
SmartAssist Instance,u-1f164c509e3f429dd5bb7e148f,sess-85135f03fa989be8,Web/Mobile Client,en,Thank you for banking with Mashreq. Have a great day!,,2026-03-05 19:03:25,True
SmartAssist Instance,u-29f4cf2dcbc724ebf1a858783c,sess-8770bc470c3faf94,Web/Mobile Client,ar,"{""type"": ""template"", ""payload"": {""template_type"": ""welcome_template"", ""text"": ""Welcome to Mashreq Bank. How can I assist you today?""}}",,2026-01-10 20:31:05,True
SmartAssist Instance,u-29f4cf2dcbc724ebf1a858783c,sess-8770bc470c3faf94,Web/Mobile Client,ar,"{""type"": ""template"", ""payload"": {""template_type"": ""quick_replies"", ""text"": ""Please select a category:"", ""quick_replies"": [""Account Services"", ""Card Services"", ""Loans"", ""Remittances"", ""Other""]}}",,2026-01-10 20:31:35,True
SmartAssist Instance,u-29f4cf2dcbc724ebf1a858783c,sess-8770bc470c3faf94,Web/Mobile Client,ar,,What is my IBAN number?,2026-01-10 20:32:20,True
SmartAssist Instance,u-29f4cf2dcbc724ebf1a858783c,sess-8770bc470c3faf94,Web/Mobile Client,ar,Your IBAN number is EG674220969029593917251355215.,,2026-01-10 20:32:50,True
SmartAssist Instance,u-29f4cf2dcbc724ebf1a858783c,sess-8770bc470c3faf94,Web/Mobile Client,ar,Thank you for banking with Mashreq. Have a great day!,,2026-01-10 20:33:20,True
SmartAssist Instance,u-fb587c20fb641b38371e24d667,sess-af60be232a9d2660,Internet Banking,en,"{""type"": ""template"", ""payload"": {""template_type"": ""welcome_template"", ""text"": ""Welcome to Mashreq Bank. How can I assist you today?""}}",,2025-12-04 00:45:21,True
SmartAssist Instance,u-fb587c20fb641b38371e24d667,sess-af60be232a9d2660,Internet Banking,en,"{""type"": ""template"", ""payload"": {""template_type"": ""quick_replies"", ""text"": ""Please select a category:"", ""quick_replies"": [""Account Services"", ""Card Services"", ""Loans"", ""Remittances"", ""Other""]}}",,2025-12-04 00:45:51,True
SmartAssist Instance,u-fb587c20fb641b38371e24d667,sess-af60be232a9d2660,Internet Banking,en,,I need to block my credit card urgently,2025-12-04 00:46:36,True
SmartAssist Instance,u-fb587c20fb641b38371e24d667,sess-af60be232a9d2660,Internet Banking,en,This request cannot be completed at this time. Please contact our customer service for assistance. Reference: N/A.,,2025-12-04 00:47:06,True
SmartAssist Instance,u-fb587c20fb641b38371e24d667,sess-af60be232a9d2660,Internet Banking,en,,That's not helpful. Can you be more specific?,2025-12-04 00:47:51,True
SmartAssist Instance,u-fb587c20fb641b38371e24d667,sess-af60be232a9d2660,Internet Banking,en,Please contact your nearest branch or call our customer service line for further assistance.,,2025-12-04 00:48:21,True
SmartAssist Instance,u-fb587c20fb641b38371e24d667,sess-af60be232a9d2660,Internet Banking,en,,I am calling customer service right now. I need an answer.,2025-12-04 00:49:06,True
SmartAssist Instance,u-fb587c20fb641b38371e24d667,sess-af60be232a9d2660,Internet Banking,en,"{""type"": ""template"", ""payload"": {""template_type"": ""live_agent"", ""text"": ""Let me connect you to a specialist who can provide more detailed information.""}}",,2025-12-04 00:49:36,True
SmartAssist Instance,u-fb587c20fb641b38371e24d667,sess-af60be232a9d2660,Internet Banking,en,"{""type"": ""template"", ""payload"": {""template_type"": ""SYSTEM"", ""text"": ""Transferring you to our Cards team. Average wait time: 3-5 minutes.""}}",,2025-12-04 00:50:06,True
SmartAssist Instance,u-fb587c20fb641b38371e24d667,sess-af60be232a9d2660,Internet Banking,en,"Hi there, I'm Vikram Patel. I can help you with that. I've resolved your query and updated your account accordingly. Your reference is REF69020960.",,2025-12-04 00:53:26,True
SmartAssist Instance,u-a5c9f4ecef341f9bcf91f95d94,sess-3ba5d17d8ba1e9cd,Web/Mobile Client,ar,"{""type"": ""template"", ""payload"": {""template_type"": ""welcome_template"", ""text"": ""Welcome to Mashreq Bank. How can I assist you today?""}}",,2026-03-16 05:47:53,True
SmartAssist Instance,u-a5c9f4ecef341f9bcf91f95d94,sess-3ba5d17d8ba1e9cd,Web/Mobile Client,ar,"{""type"": ""template"", ""payload"": {""template_type"": ""quick_replies"", ""text"": ""Please select a category:"", ""quick_replies"": [""Account Services"", ""Card Services"", ""Loans"", ""Remittances"", ""Other""]}}",,2026-03-16 05:48:23,True
SmartAssist Instance,u-a5c9f4ecef341f9bcf91f95d94,sess-3ba5d17d8ba1e9cd,Web/Mobile Client,ar,,When is my credit card payment due?,2026-03-16 05:49:08,True
SmartAssist Instance,u-a5c9f4ecef341f9bcf91f95d94,sess-3ba5d17d8ba1e9cd,Web/Mobile Client,ar,Your next payment due date is 06 June 2026.,,2026-03-16 05:49:38,True
SmartAssist Instance,u-a5c9f4ecef341f9bcf91f95d94,sess-3ba5d17d8ba1e9cd,Web/Mobile Client,ar,Thank you for banking with Mashreq. Have a great day!,,2026-03-16 05:50:08,True
SmartAssist Instance,u-0cb08fe5270cfddf63895441cd,sess-19c4c5c7032a457a,Web/Mobile Client,en,"{""type"": ""template"", ""payload"": {""template_type"": ""welcome_template"", ""text"": ""Welcome to Mashreq Bank. How can I assist you today?""}}",,2025-11-08 06:36:39,True
SmartAssist Instance,u-0cb08fe5270cfddf63895441cd,sess-19c4c5c7032a457a,Web/Mobile Client,en,"{""type"": ""template"", ""payload"": {""template_type"": ""quick_replies"", ""text"": ""Please select a category:"", ""quick_replies"": [""Account Services"", ""Card Services"", ""Loans"", ""Remittances"", ""Other""]}}",,2025-11-08 06:37:09,True
SmartAssist Instance,u-0cb08fe5270cfddf63895441cd,sess-19c4c5c7032a457a,Web/Mobile Client,en,,I'd like to book an appointment with a wealth manager,2025-11-08 06:37:54,True
SmartAssist Instance,u-0cb08fe5270cfddf63895441cd,sess-19c4c5c7032a457a,Web/Mobile Client,en,This request must be handled by a specialist as per Mashreq Bank's service policies.,,2025-11-08 06:38:24,True
SmartAssist Instance,u-0cb08fe5270cfddf63895441cd,sess-19c4c5c7032a457a,Web/Mobile Client,en,This request requires review by our specialist team. I'll connect you now.,,2025-11-08 06:38:54,True
SmartAssist Instance,u-0cb08fe5270cfddf63895441cd,sess-19c4c5c7032a457a,Web/Mobile Client,en,"{""type"": ""template"", ""payload"": {""template_type"": ""live_agent"", ""text"": ""Connecting you to our Wealth Management specialist.""}}",,2025-11-08 06:39:24,True
SmartAssist Instance,u-0cb08fe5270cfddf63895441cd,sess-19c4c5c7032a457a,Web/Mobile Client,en,"{""type"": ""template"", ""payload"": {""template_type"": ""SYSTEM"", ""text"": ""Transferring you to our Wealth Management team. Average wait time: 3-5 minutes.""}}",,2025-11-08 06:39:54,True
SmartAssist Instance,u-b74c548e45d75be69db5a33ce5,sess-57012a115c8cca1b,WhatsApp,ar,"{""type"": ""template"", ""payload"": {""template_type"": ""welcome_template"", ""text"": ""Welcome to Mashreq Bank. How can I assist you today?""}}",,2026-02-03 21:55:10,True
SmartAssist Instance,u-b74c548e45d75be69db5a33ce5,sess-57012a115c8cca1b,WhatsApp,ar,"{""type"": ""template"", ""payload"": {""template_type"": ""quick_replies"", ""text"": ""Please select a category:"", ""quick_replies"": [""Account Services"", ""Card Services"", ""Loans"", ""Remittances"", ""Other""]}}",,2026-02-03 21:55:40,True
SmartAssist Instance,u-b74c548e45d75be69db5a33ce5,sess-57012a115c8cca1b,WhatsApp,ar,,What is my outstanding personal loan balance?,2026-02-03 21:56:25,True
SmartAssist Instance,u-b74c548e45d75be69db5a33ce5,sess-57012a115c8cca1b,WhatsApp,ar,"Your outstanding personal loan balance is AED 99,462.64.",,2026-02-03 21:56:55,True
SmartAssist Instance,u-b74c548e45d75be69db5a33ce5,sess-57012a115c8cca1b,WhatsApp,ar,Thank you for banking with Mashreq. Have a great day!,,2026-02-03 21:57:25,True
SmartAssist Instance,u-5e09762e3601be3c7cfd8ad2f7,sess-7526ebf7aced46c0,Web/Mobile Client,ar,"{""type"": ""template"", ""payload"": {""template_type"": ""welcome_template"", ""text"": ""Welcome to Mashreq Bank. How can I assist you today?""}}",,2025-11-05 22:38:18,True
